,Store,Date,Sales
645929,15,2013-11-29,8256
645930,16,2013-11-29,8969
645931,17,2013-11-29,7707
645932,18,2013-11-29,8011
645933,19,2013-11-29,8844
645934,20,2013-11-29,8367
645935,21,2013-11-29,4987
645936,22,2013-11-29,6215
645937,23,2013-11-29,6403
645938,24,2013-11-29,11738
645939,25,2013-11-29,14372
645940,26,2013-11-29,7108
645941,27,2013-11-29,10573
645942,28,2013-11-29,6330
647030,1,2013-11-28,4614
647031,2,2013-11-28,5149
647032,3,2013-11-28,6096
647033,4,2013-11-28,7875
647034,5,2013-11-28,4676
647035,6,2013-11-28,6728
647036,7,2013-11-28,8860
647037,8,2013-11-28,5797
647038,9,2013-11-28,6264
647039,10,2013-11-28,5422
647040,11,2013-11-28,10894
647041,12,2013-11-28,8533
647042,13,2013-11-28,3666
647043,14,2013-11-28,4958
647044,15,2013-11-28,7626
647045,16,2013-11-28,7647
647046,17,2013-11-28,5439
647047,18,2013-11-28,6233
647048,19,2013-11-28,6552
647049,20,2013-11-28,8919
647050,21,2013-11-28,4080
647051,22,2013-11-28,5083
647052,23,2013-11-28,4738
647053,24,2013-11-28,8261
647054,25,2013-11-28,10680
647055,26,2013-11-28,5271
647056,27,2013-11-28,8108
647057,28,2013-11-28,5968
648145,1,2013-11-27,4561
648146,2,2013-11-27,5498
648147,3,2013-11-27,5942
648148,4,2013-11-27,7809
648149,5,2013-11-27,5128
648150,6,2013-11-27,6467
648151,7,2013-11-27,6783
648152,8,2013-11-27,4533
648153,9,2013-11-27,4971
648154,10,2013-11-27,5496
648155,11,2013-11-27,10001
648156,12,2013-11-27,7964
648157,13,2013-11-27,3603
648158,14,2013-11-27,5474
648159,15,2013-11-27,6401
648160,16,2013-11-27,7285
648161,17,2013-11-27,5711
648162,18,2013-11-27,5623
648163,19,2013-11-27,6633
648164,20,2013-11-27,7999
648165,21,2013-11-27,3244
648166,22,2013-11-27,4175
648167,23,2013-11-27,4641
648168,24,2013-11-27,8329
648169,25,2013-11-27,9290
648170,26,2013-11-27,4325
648171,27,2013-11-27,7420
648172,28,2013-11-27,4927
649260,1,2013-11-26,4201
649261,2,2013-11-26,4303
649262,3,2013-11-26,5880
649263,4,2013-11-26,7805
649264,5,2013-11-26,4597
649265,6,2013-11-26,6186
649266,7,2013-11-26,8696
649267,8,2013-11-26,4714
649268,9,2013-11-26,5053
649269,10,2013-11-26,5033
649270,11,2013-11-26,9657
649271,12,2013-11-26,7375
649272,13,2013-11-26,2802
649273,14,2013-11-26,4551
649274,15,2013-11-26,5772
649275,16,2013-11-26,7516
649276,17,2013-11-26,6228
649277,18,2013-11-26,5795
649278,19,2013-11-26,5725
649279,20,2013-11-26,7892
649280,21,2013-11-26,3586
649281,22,2013-11-26,4263
649282,23,2013-11-26,4004
649283,24,2013-11-26,7550
649284,25,2013-11-26,9581
649285,26,2013-11-26,4550
649286,27,2013-11-26,8059
649287,28,2013-11-26,5158
650375,1,2013-11-25,4600
650376,2,2013-11-25,4669
650377,3,2013-11-25,5968
650378,4,2013-11-25,8569
650379,5,2013-11-25,4597
650380,6,2013-11-25,7101
650381,7,2013-11-25,9950
650382,8,2013-11-25,5028
650383,9,2013-11-25,5004
650384,10,2013-11-25,5735
650385,11,2013-11-25,10307
650386,12,2013-11-25,8322
650387,13,2013-11-25,3471
650388,14,2013-11-25,5179
650389,15,2013-11-25,6932
650390,16,2013-11-25,8621
650391,17,2013-11-25,5963
650392,18,2013-11-25,6685
650393,19,2013-11-25,6477
650394,20,2013-11-25,8649
650395,21,2013-11-25,4445
650396,22,2013-11-25,4434
650397,23,2013-11-25,3976
650398,24,2013-11-25,9293
650399,25,2013-11-25,10446
650400,26,2013-11-25,4985
650401,27,2013-11-25,7153
650402,28,2013-11-25,5016
651490,1,2013-11-24,0
651491,2,2013-11-24,0
651492,3,2013-11-24,0
651493,4,2013-11-24,0
651494,5,2013-11-24,0
651495,6,2013-11-24,0
651496,7,2013-11-24,0
651497,8,2013-11-24,0
651498,9,2013-11-24,0
651499,10,2013-11-24,0
651500,11,2013-11-24,0
651501,12,2013-11-24,0
651502,13,2013-11-24,0
651503,14,2013-11-24,0
651504,15,2013-11-24,0
651505,16,2013-11-24,0
651506,17,2013-11-24,0
651507,18,2013-11-24,0
651508,19,2013-11-24,0
651509,20,2013-11-24,0
651510,21,2013-11-24,0
651511,22,2013-11-24,0
651512,23,2013-11-24,0
651513,24,2013-11-24,0
651514,25,2013-11-24,0
651515,26,2013-11-24,0
651516,27,2013-11-24,0
651517,28,2013-11-24,0
652605,1,2013-11-23,5297
652606,2,2013-11-23,2965
652607,3,2013-11-23,4109
652608,4,2013-11-23,9394
652609,5,2013-11-23,2075
652610,6,2013-11-23,4432
652611,7,2013-11-23,5610
652612,8,2013-11-23,3077
652613,9,2013-11-23,5507
652614,10,2013-11-23,4489
652615,11,2013-11-23,7086
652616,12,2013-11-23,6832
652617,13,2013-11-23,4515
652618,14,2013-11-23,3661
652619,15,2013-11-23,5503
652620,16,2013-11-23,5100
652621,17,2013-11-23,2898
652622,18,2013-11-23,3788
652623,19,2013-11-23,3717
652624,20,2013-11-23,4494
652625,21,2013-11-23,4953
652626,22,2013-11-23,3242
652627,23,2013-11-23,4048
652628,24,2013-11-23,6823
652629,25,2013-11-23,8470
652630,26,2013-11-23,6337
652631,27,2013-11-23,7646
652632,28,2013-11-23,2880
653720,1,2013-11-22,5058
653721,2,2013-11-22,4474
653722,3,2013-11-22,7697
653723,4,2013-11-22,9071
653724,5,2013-11-22,6198
653725,6,2013-11-22,8195
653726,7,2013-11-22,9642
653727,8,2013-11-22,4925
653728,9,2013-11-22,5949
653729,10,2013-11-22,5675
653730,11,2013-11-22,8623
653731,12,2013-11-22,8257
653732,13,2013-11-22,5885
653733,14,2013-11-22,5911
653734,15,2013-11-22,7309
653735,16,2013-11-22,8475
653736,17,2013-11-22,6695
653737,18,2013-11-22,6718
653738,19,2013-11-22,6553
653739,20,2013-11-22,7740
653740,21,2013-11-22,6426
653741,22,2013-11-22,5503
653742,23,2013-11-22,6962
653743,24,2013-11-22,9199
653744,25,2013-11-22,11307
653745,26,2013-11-22,7351
653746,27,2013-11-22,10040
653747,28,2013-11-22,6489
654835,1,2013-11-21,4623
654836,2,2013-11-21,5397
654837,3,2013-11-21,7630
654838,4,2013-11-21,9256
654839,5,2013-11-21,6641
654840,6,2013-11-21,8754
654841,7,2013-11-21,8852
654842,8,2013-11-21,6341
654843,9,2013-11-21,5834
654844,10,2013-11-21,5514
654845,11,2013-11-21,9180
654846,12,2013-11-21,7746
654847,13,2013-11-21,5316
654848,14,2013-11-21,5846
654849,15,2013-11-21,7041
654850,16,2013-11-21,7385
654851,17,2013-11-21,6955
654852,18,2013-11-21,7175
654853,19,2013-11-21,5970
654854,20,2013-11-21,8950
654855,21,2013-11-21,5540
654856,22,2013-11-21,4556
654857,23,2013-11-21,5913
654858,24,2013-11-21,8745
654859,25,2013-11-21,11479
654860,26,2013-11-21,7496
654861,27,2013-11-21,9557
654862,28,2013-11-21,6439
655950,1,2013-11-20,4936
655951,2,2013-11-20,6390
655952,3,2013-11-20,8573
655953,4,2013-11-20,9280
655954,5,2013-11-20,0
655955,6,2013-11-20,0
655956,7,2013-11-20,8531
655957,8,2013-11-20,6195
655958,9,2013-11-20,6310
655959,10,2013-11-20,5630
655960,11,2013-11-20,9867
655961,12,2013-11-20,9193
655962,13,2013-11-20,5223
655963,14,2013-11-20,6457
655964,15,2013-11-20,6447
655965,16,2013-11-20,7931
655966,17,2013-11-20,7074
655967,18,2013-11-20,7881
655968,19,2013-11-20,6614
655969,20,2013-11-20,8619
655970,21,2013-11-20,5851
655971,22,2013-11-20,4592
655972,23,2013-11-20,6006
655973,24,2013-11-20,10205
655974,25,2013-11-20,11980
655975,26,2013-11-20,5746
655976,27,2013-11-20,10108
655977,28,2013-11-20,5051
657065,1,2013-11-19,5143
657066,2,2013-11-19,6016
657067,3,2013-11-19,8865
657068,4,2013-11-19,9133
657069,5,2013-11-19,7632
657070,6,2013-11-19,9154
657071,7,2013-11-19,10974
657072,8,2013-11-19,6779
657073,9,2013-11-19,6914
657074,10,2013-11-19,6130
657075,11,2013-11-19,10645
657076,12,2013-11-19,9397
657077,13,2013-11-19,6385
657078,14,2013-11-19,6791
657079,15,2013-11-19,7190
657080,16,2013-11-19,8522
657081,17,2013-11-19,9592
657082,18,2013-11-19,7901
657083,19,2013-11-19,7471
657084,20,2013-11-19,9236
657085,21,2013-11-19,6500
657086,22,2013-11-19,5724
657087,23,2013-11-19,6607
657088,24,2013-11-19,10871
657089,25,2013-11-19,12818
657090,26,2013-11-19,7759
657091,27,2013-11-19,12505
657092,28,2013-11-19,7692
658180,1,2013-11-18,5927
658181,2,2013-11-18,7435
658182,3,2013-11-18,9719
658183,4,2013-11-18,11331
658184,5,2013-11-18,8022
658185,6,2013-11-18,8478
658186,7,2013-11-18,11140
658187,8,2013-11-18,7831
658188,9,2013-11-18,8200
658189,10,2013-11-18,7573
658190,11,2013-11-18,10499
658191,12,2013-11-18,10535
658192,13,2013-11-18,6787
658193,14,2013-11-18,7987
658194,15,2013-11-18,8348
658195,16,2013-11-18,10169
658196,17,2013-11-18,10393
658197,18,2013-11-18,10332
658198,19,2013-11-18,9142
658199,20,2013-11-18,10478
658200,21,2013-11-18,7931
658201,22,2013-11-18,5560
658202,23,2013-11-18,8262
658203,24,2013-11-18,12941
658204,25,2013-11-18,14138
658205,26,2013-11-18,10632
658206,27,2013-11-18,13282
658207,28,2013-11-18,9816
659295,1,2013-11-17,0
659296,2,2013-11-17,0
659297,3,2013-11-17,0
659298,4,2013-11-17,0
659299,5,2013-11-17,0
659300,6,2013-11-17,0
659301,7,2013-11-17,0
659302,8,2013-11-17,0
659303,9,2013-11-17,0
659304,10,2013-11-17,0
659305,11,2013-11-17,0
659306,12,2013-11-17,0
659307,13,2013-11-17,0
659308,14,2013-11-17,0
659309,15,2013-11-17,0
659310,16,2013-11-17,0
659311,17,2013-11-17,0
659312,18,2013-11-17,0
659313,19,2013-11-17,0
659314,20,2013-11-17,0
659315,21,2013-11-17,0
659316,22,2013-11-17,0
659317,23,2013-11-17,0
659318,24,2013-11-17,0
659319,25,2013-11-17,0
659320,26,2013-11-17,0
659321,27,2013-11-17,0
659322,28,2013-11-17,0
660410,1,2013-11-16,5071
660411,2,2013-11-16,2829
660412,3,2013-11-16,3893
660413,4,2013-11-16,10157
660414,5,2013-11-16,1925
660415,6,2013-11-16,4294
660416,7,2013-11-16,5693
660417,8,2013-11-16,2523
660418,9,2013-11-16,5304
660419,10,2013-11-16,5092
660420,11,2013-11-16,7107
660421,12,2013-11-16,6971
660422,13,2013-11-16,4526
660423,14,2013-11-16,3570
660424,15,2013-11-16,4155
660425,16,2013-11-16,5804
660426,17,2013-11-16,2712
660427,18,2013-11-16,4458
660428,19,2013-11-16,3521
660429,20,2013-11-16,5062
660430,21,2013-11-16,4845
660431,22,2013-11-16,3480
660432,23,2013-11-16,4866
660433,24,2013-11-16,7444
660434,25,2013-11-16,9246
660435,26,2013-11-16,6067
660436,27,2013-11-16,8037
660437,28,2013-11-16,2799
661525,1,2013-11-15,4016
661526,2,2013-11-15,4042
661527,3,2013-11-15,5919
661528,4,2013-11-15,7627
661529,5,2013-11-15,4613
661530,6,2013-11-15,6425
661531,7,2013-11-15,7373
661532,8,2013-11-15,4319
661533,9,2013-11-15,5074
661534,10,2013-11-15,5010
661535,11,2013-11-15,7343
661536,12,2013-11-15,5800
661537,13,2013-11-15,4169
661538,14,2013-11-15,4868
661539,15,2013-11-15,6173
661540,16,2013-11-15,6805
661541,17,2013-11-15,5397
661542,18,2013-11-15,6076
661543,19,2013-11-15,5467
661544,20,2013-11-15,6318
661545,21,2013-11-15,3613
661546,22,2013-11-15,4423
661547,23,2013-11-15,5347
661548,24,2013-11-15,7730
661549,25,2013-11-15,9786
661550,26,2013-11-15,6038
661551,27,2013-11-15,7547
661552,28,2013-11-15,5105
662640,1,2013-11-14,3795
662641,2,2013-11-14,4388
662642,3,2013-11-14,5240
662643,4,2013-11-14,6856
662644,5,2013-11-14,4086
662645,6,2013-11-14,5595
662646,7,2013-11-14,6974
662647,8,2013-11-14,5046
662648,9,2013-11-14,5065
662649,10,2013-11-14,4569
662650,11,2013-11-14,6886
662651,12,2013-11-14,6165
662652,13,2013-11-14,3092
662653,14,2013-11-14,5093
662654,15,2013-11-14,5569
662655,16,2013-11-14,6189
662656,17,2013-11-14,5384
662657,18,2013-11-14,4874
662658,19,2013-11-14,4934
662659,20,2013-11-14,7388
662660,21,2013-11-14,3336
662661,22,2013-11-14,3841
662662,23,2013-11-14,4598
662663,24,2013-11-14,6894
662664,25,2013-11-14,9923
662665,26,2013-11-14,4904
662666,27,2013-11-14,7224
662667,28,2013-11-14,4772
663755,1,2013-11-13,3310
663756,2,2013-11-13,4980
663757,3,2013-11-13,5530
663758,4,2013-11-13,7263
663759,5,2013-11-13,4319
663760,6,2013-11-13,5775
663761,7,2013-11-13,7529
663762,8,2013-11-13,4248
663763,9,2013-11-13,4870
663764,10,2013-11-13,4601
663765,11,2013-11-13,8109
663766,12,2013-11-13,6113
663767,13,2013-11-13,3902
663768,14,2013-11-13,4303
663769,15,2013-11-13,4762
663770,16,2013-11-13,5809
663771,17,2013-11-13,5612
663772,18,2013-11-13,5484
663773,19,2013-11-13,4781
663774,20,2013-11-13,6608
663775,21,2013-11-13,3381
663776,22,2013-11-13,3473
663777,23,2013-11-13,4047
663778,24,2013-11-13,6595
663779,25,2013-11-13,8889
663780,26,2013-11-13,4134
663781,27,2013-11-13,7151
663782,28,2013-11-13,4624
664870,1,2013-11-12,4017
664871,2,2013-11-12,4116
664872,3,2013-11-12,5267
664873,4,2013-11-12,7179
664874,5,2013-11-12,3920
664875,6,2013-11-12,5977
664876,7,2013-11-12,6477
664877,8,2013-11-12,4276
664878,9,2013-11-12,4361
664879,10,2013-11-12,4209
664880,11,2013-11-12,6225
664881,12,2013-11-12,5628
664882,13,2013-11-12,3712
664883,14,2013-11-12,4660
664884,15,2013-11-12,5470
664885,16,2013-11-12,7418
664886,17,2013-11-12,5691
664887,18,2013-11-12,5097
664888,19,2013-11-12,5305
664889,20,2013-11-12,7609
664890,21,2013-11-12,3029
664891,22,2013-11-12,3810
664892,23,2013-11-12,3951
664893,24,2013-11-12,7082
664894,25,2013-11-12,9111
664895,26,2013-11-12,4212
664896,27,2013-11-12,7331
664897,28,2013-11-12,4539
665985,1,2013-11-11,4014
665986,2,2013-11-11,4017
665987,3,2013-11-11,5084
665988,4,2013-11-11,8241
665989,5,2013-11-11,3866
665990,6,2013-11-11,6546
665991,7,2013-11-11,7930
665992,8,2013-11-11,4507
665993,9,2013-11-11,5273
665994,10,2013-11-11,5022
665995,11,2013-11-11,7827
665996,12,2013-11-11,6452
665997,13,2013-11-11,3075
665998,14,2013-11-11,4866
665999,15,2013-11-11,5027
666000,16,2013-11-11,6616
666001,17,2013-11-11,5633
666002,18,2013-11-11,5477
666003,19,2013-11-11,5326
666004,20,2013-11-11,8487
666005,21,2013-11-11,4250
666006,22,2013-11-11,3716
666007,23,2013-11-11,4102
666008,24,2013-11-11,7766
666009,25,2013-11-11,10277
666010,26,2013-11-11,4579
666011,27,2013-11-11,6933
666012,28,2013-11-11,4897
667100,1,2013-11-10,0
667101,2,2013-11-10,0
667102,3,2013-11-10,0
667103,4,2013-11-10,0
667104,5,2013-11-10,0
667105,6,2013-11-10,0
667106,7,2013-11-10,0
667107,8,2013-11-10,0
667108,9,2013-11-10,0
667109,10,2013-11-10,0
667110,11,2013-11-10,0
667111,12,2013-11-10,0
667112,13,2013-11-10,0
667113,14,2013-11-10,0
667114,15,2013-11-10,0
667115,16,2013-11-10,0
667116,17,2013-11-10,0
667117,18,2013-11-10,0
667118,19,2013-11-10,0
667119,20,2013-11-10,0
667120,21,2013-11-10,0
667121,22,2013-11-10,0
667122,23,2013-11-10,0
667123,24,2013-11-10,0
667124,25,2013-11-10,0
667125,26,2013-11-10,0
667126,27,2013-11-10,0
667127,28,2013-11-10,0
668215,1,2013-11-09,4681
668216,2,2013-11-09,3145
668217,3,2013-11-09,4305
668218,4,2013-11-09,10373
668219,5,2013-11-09,1974
668220,6,2013-11-09,4284
668221,7,2013-11-09,4664
668222,8,2013-11-09,2474
668223,9,2013-11-09,6122
668224,10,2013-11-09,4557
668225,11,2013-11-09,4961
668226,12,2013-11-09,5873
668227,13,2013-11-09,4559
668228,14,2013-11-09,4002
668229,15,2013-11-09,5652
668230,16,2013-11-09,5648
668231,17,2013-11-09,3094
668232,18,2013-11-09,4807
668233,19,2013-11-09,4222
668234,20,2013-11-09,4994
668235,21,2013-11-09,4649
668236,22,2013-11-09,3396
668237,23,2013-11-09,4923
668238,24,2013-11-09,7401
668239,25,2013-11-09,9062
668240,26,2013-11-09,6127
668241,27,2013-11-09,7076
668242,28,2013-11-09,2556
669330,1,2013-11-08,5242
669331,2,2013-11-08,5441
669332,3,2013-11-08,7958
669333,4,2013-11-08,9997
669334,5,2013-11-08,4725
669335,6,2013-11-08,6908
669336,7,2013-11-08,9374
669337,8,2013-11-08,5547
669338,9,2013-11-08,6853
669339,10,2013-11-08,5925
669340,11,2013-11-08,8505
669341,12,2013-11-08,8626
669342,13,2013-11-08,6646
669343,14,2013-11-08,6849
669344,15,2013-11-08,7378
669345,16,2013-11-08,7764
669346,17,2013-11-08,7129
669347,18,2013-11-08,7380
669348,19,2013-11-08,7700
669349,20,2013-11-08,7282
669350,21,2013-11-08,5561
669351,22,2013-11-08,4945
669352,23,2013-11-08,6388
669353,24,2013-11-08,10425
669354,25,2013-11-08,11682
669355,26,2013-11-08,7196
669356,27,2013-11-08,10177
669357,28,2013-11-08,6156
670445,1,2013-11-07,5009
670446,2,2013-11-07,5570
670447,3,2013-11-07,7662
670448,4,2013-11-07,8572
670449,5,2013-11-07,4987
670450,6,2013-11-07,8047
670451,7,2013-11-07,8461
670452,8,2013-11-07,6685
670453,9,2013-11-07,5415
670454,10,2013-11-07,5652
670455,11,2013-11-07,8915
670456,12,2013-11-07,8124
670457,13,2013-11-07,5174
670458,14,2013-11-07,5449
670459,15,2013-11-07,6719
670460,16,2013-11-07,7684
670461,17,2013-11-07,7592
670462,18,2013-11-07,6618
670463,19,2013-11-07,5765
670464,20,2013-11-07,9577
670465,21,2013-11-07,6096
670466,22,2013-11-07,4847
670467,23,2013-11-07,6408
670468,24,2013-11-07,8747
670469,25,2013-11-07,12520
670470,26,2013-11-07,6870
670471,27,2013-11-07,9352
670472,28,2013-11-07,5963
671560,1,2013-11-06,5572
671561,2,2013-11-06,6941
671562,3,2013-11-06,8378
671563,4,2013-11-06,9236
671564,5,2013-11-06,6200
671565,6,2013-11-06,7451
671566,7,2013-11-06,9340
671567,8,2013-11-06,5816
671568,9,2013-11-06,6075
671569,10,2013-11-06,5708
671570,11,2013-11-06,9758
671571,12,2013-11-06,8682
671572,13,2013-11-06,5497
671573,14,2013-11-06,6477
671574,15,2013-11-06,7297
671575,16,2013-11-06,7987
671576,17,2013-11-06,7983
671577,18,2013-11-06,7409
671578,19,2013-11-06,7326
671579,20,2013-11-06,7434
671580,21,2013-11-06,5895
671581,22,2013-11-06,4454
671582,23,2013-11-06,5967
671583,24,2013-11-06,10394
671584,25,2013-11-06,13131
671585,26,2013-11-06,7034
671586,27,2013-11-06,10939
671587,28,2013-11-06,5902
672675,1,2013-11-05,5348
672676,2,2013-11-05,6368
672677,3,2013-11-05,10275
672678,4,2013-11-05,9616
672679,5,2013-11-05,6228
672680,6,2013-11-05,8141
672681,7,2013-11-05,12011
672682,8,2013-11-05,7629
672683,9,2013-11-05,7619
672684,10,2013-11-05,6824
672685,11,2013-11-05,9125
672686,12,2013-11-05,10488
672687,13,2013-11-05,6291
672688,14,2013-11-05,7430
672689,15,2013-11-05,7236
672690,16,2013-11-05,9557
672691,17,2013-11-05,9197
672692,18,2013-11-05,7570
672693,19,2013-11-05,7635
672694,20,2013-11-05,9587
672695,21,2013-11-05,6789
672696,22,2013-11-05,5833
672697,23,2013-11-05,7349
672698,24,2013-11-05,12279
672699,25,2013-11-05,14578
672700,26,2013-11-05,7547
672701,27,2013-11-05,11973
672702,28,2013-11-05,7869
673790,1,2013-11-04,5861
673791,2,2013-11-04,7930
673792,3,2013-11-04,9119
673793,4,2013-11-04,10203
673794,5,2013-11-04,7030
673795,6,2013-11-04,10075
673796,7,2013-11-04,9665
673797,8,2013-11-04,7156
673798,9,2013-11-04,8701
673799,10,2013-11-04,6389
673800,11,2013-11-04,9579
673801,12,2013-11-04,8990
673802,13,2013-11-04,7841
673803,14,2013-11-04,7120
673804,15,2013-11-04,9371
673805,16,2013-11-04,10819
673806,17,2013-11-04,10108
673807,18,2013-11-04,9073
673808,19,2013-11-04,9725
673809,20,2013-11-04,11019
673810,21,2013-11-04,9280
673811,22,2013-11-04,6859
673812,23,2013-11-04,8977
673813,24,2013-11-04,12490
673814,25,2013-11-04,15842
673815,26,2013-11-04,9168
673816,27,2013-11-04,12066
673817,28,2013-11-04,9939
674905,1,2013-11-03,0
674906,2,2013-11-03,0
674907,3,2013-11-03,0
674908,4,2013-11-03,0
674909,5,2013-11-03,0
674910,6,2013-11-03,0
674911,7,2013-11-03,0
674912,8,2013-11-03,0
674913,9,2013-11-03,0
674914,10,2013-11-03,0
674915,11,2013-11-03,0
674916,12,2013-11-03,0
674917,13,2013-11-03,0
674918,14,2013-11-03,0
674919,15,2013-11-03,0
674920,16,2013-11-03,0
674921,17,2013-11-03,0
674922,18,2013-11-03,0
674923,19,2013-11-03,0
674924,20,2013-11-03,0
674925,21,2013-11-03,0
674926,22,2013-11-03,0
674927,23,2013-11-03,0
674928,24,2013-11-03,0
674929,25,2013-11-03,0
674930,26,2013-11-03,0
674931,27,2013-11-03,0
674932,28,2013-11-03,0
676020,1,2013-11-02,5233
676021,2,2013-11-02,2688
676022,3,2013-11-02,6359
676023,4,2013-11-02,10519
676024,5,2013-11-02,2190
676025,6,2013-11-02,4420
676026,7,2013-11-02,6251
676027,8,2013-11-02,2937
676028,9,2013-11-02,6643
676029,10,2013-11-02,5015
676030,11,2013-11-02,6588
676031,12,2013-11-02,5973
676032,13,2013-11-02,5755
676033,14,2013-11-02,4747
676034,15,2013-11-02,6144
676035,16,2013-11-02,5966
676036,17,2013-11-02,3307
676037,18,2013-11-02,4486
676038,19,2013-11-02,4851
676039,20,2013-11-02,6003
676040,21,2013-11-02,6129
676041,22,2013-11-02,4270
676042,23,2013-11-02,6699
676043,24,2013-11-02,9963
676044,25,2013-11-02,12537
676045,26,2013-11-02,5981
676046,27,2013-11-02,8612
676047,28,2013-11-02,2485
677135,1,2013-11-01,5471
677136,2,2013-11-01,5507
677137,3,2013-11-01,0
677138,4,2013-11-01,8792
677139,5,2013-11-01,5076
677140,6,2013-11-01,7299
677141,7,2013-11-01,8652
677142,8,2013-11-01,4724
677143,9,2013-11-01,0
677144,10,2013-11-01,5410
677145,11,2013-11-01,7395
677146,12,2013-11-01,6745
677147,13,2013-11-01,0
677148,14,2013-11-01,0
677149,15,2013-11-01,6411
677150,16,2013-11-01,0
677151,17,2013-11-01,6910
677152,18,2013-11-01,7400
677153,19,2013-11-01,0
677154,20,2013-11-01,0
677155,21,2013-11-01,0
677156,22,2013-11-01,0
677157,23,2013-11-01,0
677158,24,2013-11-01,0
677159,25,2013-11-01,0
677160,26,2013-11-01,7854
677161,27,2013-11-01,0
677162,28,2013-11-01,5971
678250,1,2013-10-31,4035
678251,2,2013-10-31,0
678252,3,2013-10-31,6532
678253,4,2013-10-31,9091
678254,5,2013-10-31,0
678255,6,2013-10-31,0
678256,7,2013-10-31,8646
678257,8,2013-10-31,5995
678258,9,2013-10-31,6239
678259,10,2013-10-31,5093
678260,11,2013-10-31,8807
678261,12,2013-10-31,7143
678262,13,2013-10-31,6156
678263,14,2013-10-31,5844
678264,15,2013-10-31,6124
678265,16,2013-10-31,8364
678266,17,2013-10-31,0
678267,18,2013-10-31,0
678268,19,2013-10-31,6642
678269,20,2013-10-31,8721
678270,21,2013-10-31,5231
678271,22,2013-10-31,4648
678272,23,2013-10-31,5602
678273,24,2013-10-31,10745
678274,25,2013-10-31,14055
678275,26,2013-10-31,0
678276,27,2013-10-31,9725
678277,28,2013-10-31,0
679365,1,2013-10-30,4119
679366,2,2013-10-30,6272
679367,3,2013-10-30,5900
679368,4,2013-10-30,7800
679369,5,2013-10-30,5850
679370,6,2013-10-30,7765
679371,7,2013-10-30,7816
679372,8,2013-10-30,4695
679373,9,2013-10-30,4801
679374,10,2013-10-30,4877
679375,11,2013-10-30,6931
679376,12,2013-10-30,6491
679377,13,2013-10-30,4346
679378,14,2013-10-30,4761
679379,15,2013-10-30,5870
679380,16,2013-10-30,7016
679381,17,2013-10-30,7436
679382,18,2013-10-30,7634
679383,19,2013-10-30,6107
679384,20,2013-10-30,7553
679385,21,2013-10-30,4820
679386,22,2013-10-30,4212
679387,23,2013-10-30,4598
679388,24,2013-10-30,8629
679389,25,2013-10-30,10114
679390,26,2013-10-30,5873
679391,27,2013-10-30,7934
679392,28,2013-10-30,6003
680480,1,2013-10-29,3737
680481,2,2013-10-29,4074
680482,3,2013-10-29,4838
680483,4,2013-10-29,6719
680484,5,2013-10-29,3909
680485,6,2013-10-29,5396
680486,7,2013-10-29,6875
680487,8,2013-10-29,4284
680488,9,2013-10-29,4654
680489,10,2013-10-29,4612
680490,11,2013-10-29,6195
680491,12,2013-10-29,6018
680492,13,2013-10-29,4281
680493,14,2013-10-29,4689
680494,15,2013-10-29,5155
680495,16,2013-10-29,6926
680496,17,2013-10-29,5535
680497,18,2013-10-29,4939
680498,19,2013-10-29,5155
680499,20,2013-10-29,6253
680500,21,2013-10-29,3192
680501,22,2013-10-29,3715
680502,23,2013-10-29,3888
680503,24,2013-10-29,6182
680504,25,2013-10-29,9628
680505,26,2013-10-29,4915
680506,27,2013-10-29,6965
680507,28,2013-10-29,4822
681595,1,2013-10-28,3557
681596,2,2013-10-28,3859
681597,3,2013-10-28,4025
681598,4,2013-10-28,7645
681599,5,2013-10-28,3578
681600,6,2013-10-28,5496
681601,7,2013-10-28,5971
681602,8,2013-10-28,3893
681603,9,2013-10-28,5441
681604,10,2013-10-28,4790
681605,11,2013-10-28,3937
681606,12,2013-10-28,4597
681607,13,2013-10-28,4157
681608,14,2013-10-28,4474
681609,15,2013-10-28,3285
681610,16,2013-10-28,6334
681611,17,2013-10-28,4887
681612,18,2013-10-28,5382
681613,19,2013-10-28,4885
681614,20,2013-10-28,7983
681615,21,2013-10-28,4041
681616,22,2013-10-28,3577
681617,23,2013-10-28,3606
681618,24,2013-10-28,6384
681619,25,2013-10-28,8815
681620,26,2013-10-28,4403
681621,27,2013-10-28,5426
681622,28,2013-10-28,4536
682710,1,2013-10-27,0
682711,2,2013-10-27,0
682712,3,2013-10-27,0
682713,4,2013-10-27,0
682714,5,2013-10-27,0
682715,6,2013-10-27,0
682716,7,2013-10-27,0
682717,8,2013-10-27,0
682718,9,2013-10-27,0
682719,10,2013-10-27,0
682720,11,2013-10-27,0
682721,12,2013-10-27,0
682722,13,2013-10-27,0
682723,14,2013-10-27,0
682724,15,2013-10-27,0
682725,16,2013-10-27,0
682726,17,2013-10-27,0
682727,18,2013-10-27,0
682728,19,2013-10-27,0
682729,20,2013-10-27,0
682730,21,2013-10-27,0
682731,22,2013-10-27,0
682732,23,2013-10-27,0
682733,24,2013-10-27,0
682734,25,2013-10-27,0
682735,26,2013-10-27,0
682736,27,2013-10-27,0
682737,28,2013-10-27,0
683825,1,2013-10-26,4347
683826,2,2013-10-26,2517
683827,3,2013-10-26,2936
683828,4,2013-10-26,9088
683829,5,2013-10-26,1700
